acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len,num_reps
1,chain3,"1hPalmSelf<self-repeated>,2hBowl-Mix",Transmission + Interaction,A,person,4,0.578565,y,full25,full27,testing,chef,chef,matcher,4,N,2.125456,2,0
0,chain3,"Look+2hOpenBook,1hSing<right>,1hSing<left>",Transmission + Interaction,A,obj,4,5.940046,n,full25,full27,testing,to preach,bible,matcher,3,N,3.231414,3,1
1,chain3,"1hKnock<right>,2hCamera<symm-1Press>",Transmission + Interaction,A,person,4,1.842829,n,full25,full27,testing,police officer,police officer,matcher,8,N,2.046732,2,0
0,chain3,"2hHoldWrist<left>,1hPointatObj<atObj>,2hHoldWrist<right>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,4,3.062381,y,full25,full27,testing,to make an arrest,handcuffs,director,9,N,4.126779,4,2
0,chain3,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>,2hScissors-HoldHair<back>",Transmission + Interaction,A,act,4,7.260667,n,full25,full27,testing,hairdresser,to give a haircut,matcher,12,Y,3.838204,3,2
0,chain3,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>,1hNo",Transmission + Interaction,A,loc,4,2.343591,n,full25,full27,testing,hairdresser,hair salon,director,14,N,5.425294,3,1
1,chain3,"2hCollar,1h2",Transmission + Interaction,A,person,4,1.882936,n,full25,full27,testing,vicar,vicar,matcher,11,N,1.285769,2,0
1,chain3,2hSpace,Transmission + Interaction,A,loc,4,1.921377,y,full25,full27,testing,concert hall,concert hall,matcher,18,N,1.217153,1,0
1,chain3,1hHoldPan<shake>,Transmission + Interaction,A,obj,4,3.014017,n,full25,full27,testing,frying pan,frying pan,matcher,19,N,1.421553,1,0
1,chain3,2hBuilding.Outline,Transmission + Interaction,A,loc,4,0.914336,y,full25,full27,testing,church,church,matcher,22,N,1.333496,1,0
1,chain3,"Surprise+2hCamera<left-symm-pressRepeated*2>,2hCamera<right-symm-pressRepeated*2>",Transmission + Interaction,A,act,4,3.664324,n,full25,full27,testing,to take a photo,to take a photo,director,17,Y,3.728359,2,1
0,chain3,2hBowl-Mix,Transmission + Interaction,A,act,4,0.827858,n,full25,full27,testing,chef,to cook,matcher,7,Y,1.208496,1,0
1,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,A,obj,4,1.349633,n,full25,full27,testing,microphone,microphone,matcher,15,N,1.785995,1,0
0,chain3,"2hOpenBook,Tell<left>,Tell<right>",Transmission + Interaction,A,act,4,1.227065,n,full25,full27,testing,bible,to preach,matcher,30,Y,4.285642,3,0
1,chain3,"1hPointSelf<self-repeated>,2hCamera<left-symm-pressRepeated*2>,2hCamera<right-symm-1Press>",Transmission + Interaction,A,person,4,2.554862,y,full25,full27,testing,photographer,photographer,matcher,31,N,2.331511,3,1
1,chain3,"1hPointSelf<self-repeated>,(Sing+1hMicrophone<hold>)",Transmission + Interaction,A,person,4,0.866965,y,full25,full27,testing,singer,singer,matcher,34,N,2.071277,2,0
1,chain3,"2hWristHold<left>,2hWristHold<right>,2hRoof<full>",Transmission + Interaction,A,loc,4,1.155412,y,full25,full27,testing,prison,prison,matcher,29,N,2.682538,3,1
1,chain3,"1hKnock<right>,2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,A,act,4,2.382192,n,full25,full27,testing,to make an arrest,to make an arrest,matcher,21,Y,2.822435,3,1
1,chain3,Look+1hPalm.Feel<right-repeated>,Transmission + Interaction,A,loc,4,1.386485,n,full25,full27,testing,darkroom,darkroom,matcher,5,N,1.09741,1,0
1,chain3,"2hCamera<symm-pressRepeated*3>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,4,0.938428,y,full25,full27,testing,camera,camera,matcher,42,N,2.133848,2,0
1,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<right>)",Transmission + Interaction,A,loc,4,4.131021,n,full25,full27,testing,restaurant,restaurant,matcher,44,N,2.081306,4,0
1,chain3,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",Transmission + Interaction,A,person,4,1.208928,y,full25,full27,testing,hairdresser,hairdresser,matcher,23,N,2.223443,2,0
1,chain3,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,4,1.699778,y,full25,full28,testing,scissors,scissors,matcher,0,N,1.488579,3,1
1,chain3,"2hOpenBook+look<up>,2hOpenBook+look<up>",Transmission + Interaction,B,obj,4,1.795776,n,full25,full28,testing,bible,bible,matcher,3,N,3.275692,2,1
1,chain3,2hPalms<left+right>+look<left-right>,Transmission + Interaction,B,loc,4,1.651432,n,full25,full28,testing,darkroom,darkroom,matcher,5,N,1.579419,1,0
1,chain3,2hBowl-Mix,Transmission + Interaction,B,act,4,1.487942,n,full25,full28,testing,to cook,to cook,matcher,7,Y,3.154744,1,0
1,chain3,"2hHoldWrist<left>,1hPointatObj<atObj>,2hHoldWrist<left>",Transmission + Interaction,B,obj,4,1.58692,y,full25,full28,testing,handcuffs,handcuffs,matcher,9,N,1.667992,3,1
1,chain3,"2hCollar,1h2",Transmission + Interaction,B,person,4,1.259419,n,full25,full28,testing,vicar,vicar,matcher,11,N,1.373354,2,0
1,chain3,"1hScissors-Hair<right>,2hScissors-HoldHair<right-repeated>",Transmission + Interaction,B,act,4,1.467114,n,full25,full28,testing,to give a haircut,to give a haircut,matcher,12,Y,4.886319,2,0
1,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,B,obj,4,0.954509,n,full25,full28,testing,microphone,microphone,matcher,15,N,1.958151,1,0
1,chain3,"2hCamera<right-symm-1Press>,2hCamera<left-symm-1Press>",Transmission + Interaction,B,act,4,1.882134,n,full25,full28,testing,to take a photo,to take a photo,matcher,17,Y,2.634016,2,1
1,chain3,"1hHoldPan<shake>,1hHoldPan<shake>",Transmission + Interaction,B,obj,4,0.90447,n,full25,full28,testing,frying pan,frying pan,matcher,19,N,1.548962,2,1
1,chain3,"1hKnock<right>,2hHoldWrist<left>",Transmission + Interaction,B,act,4,1.535574,n,full25,full28,testing,to make an arrest,to make an arrest,matcher,21,Y,2.018006,2,0
1,chain3,"2hScissors-HoldHair<right>,2hScissors-HoldHair<left>,1hWave",Transmission + Interaction,B,person,4,2.571114,n,full25,full28,testing,hairdresser,hairdresser,matcher,23,N,3.5412,3,1
1,chain3,"2hRoof<small>,1hScissors-Hair<right>,2hScissors-HoldHair<right>",Transmission + Interaction,B,loc,4,2.059818,y,full25,full28,testing,hair salon,hair salon,matcher,14,N,2.360019,3,0
1,chain3,"1hKnock<right>,2hC<right-hold>,1hKnock<right>,2hC<right-hold>",Transmission + Interaction,B,person,4,1.210649,n,full25,full28,testing,police officer,police officer,matcher,8,N,3.595337,4,2
0,chain3,"2hRoof<full>,2hHoldWrist<left>,2hRoof<full>,2hHoldWrist<left>",Transmission + Interaction,B,loc,4,4.41323,y,full25,full28,testing,to make an arrest,prison,matcher,29,N,3.65668,4,2
1,chain3,"1hPalmSelf<self-repeated>,2hCamera<left-symm-repeatedPress*2>,2hCamera<right-symm-repeatedPress*2>,2hCamera<left>",Transmission + Interaction,B,person,4,1.099236,y,full25,full28,testing,photographer,photographer,matcher,31,N,2.632845,4,2
0,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>),1hPoint<away-right>,(1hPalm,1hPointatObj<atObj>),1hPoint<away-left>",Transmission + Interaction,B,act,4,8.677144,n,full25,full28,testing,bible,to preach,matcher,30,Y,3.124842,7,3
1,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,B,act,4,1.242485,n,full25,full28,testing,to sing,to sing,matcher,2,Y,2.519138,1,0
1,chain3,2hOpenDoor+look,Transmission + Interaction,B,loc,4,1.266934,y,full25,full28,testing,concert hall,concert hall,matcher,18,N,1.41959,1,0
1,chain3,"2hBuilding.Outline<small>,2hPray",Transmission + Interaction,B,loc,4,1.49303,y,full25,full28,testing,church,church,matcher,22,N,1.654521,2,0
1,chain3,"1hPalmSelf<self-repeated>,2hBowl-Mix",Transmission + Interaction,B,person,4,1.134904,y,full25,full28,testing,chef,chef,matcher,4,N,1.513886,2,0
1,chain3,"2hCamera<asymm-1Press>,1hPointatObj<atObj>,2hCamera",Transmission + Interaction,B,obj,4,4.290923,y,full25,full28,testing,camera,camera,matcher,42,N,1.525158,3,1
1,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look",Transmission + Interaction,B,loc,4,3.891576,n,full25,full28,testing,restaurant,restaurant,matcher,44,N,1.483532,3,0
1,chain3,"(Sing+1hMicrophone<hold>,1hPointSelf<self-repeated>)",Transmission + Interaction,B,person,4,1.985745,y,full25,full28,testing,singer,singer,matcher,34,N,1.548808,2,0
1,chain3,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,5,0.374821,y,full28,full29,testing,microphone,microphone,director,0,N,4.979743,2,0
1,chain3,"1hScissors,2hScissors-HoldHair<left>",Transmission + Interaction,A,act,5,5.198767,n,full28,full29,testing,to give a haircut,to give a haircut,director,2,Y,5.472029,2,0
1,chain3,"2hRoof<full>,2hHoldWrist<right>,2hRoof<full>,2hHoldWrist<right>",Transmission + Interaction,A,loc,5,0.476268,y,full28,full29,testing,prison,prison,matcher,4,N,4.731664,4,2
1,chain3,"2hScissors-HoldHair<left>,1hWave,2hScissors-HoldHair<left>",Transmission + Interaction,A,person,5,0.25066,n,full28,full29,testing,hairdresser,hairdresser,matcher,6,N,5.94031,3,1
1,chain3,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",Transmission + Interaction,A,obj,5,0.638674,y,full28,full29,testing,scissors,scissors,director,8,N,3.132757,4,2
0,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hPray,2hOpenBook,(1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,5,0.258965,y,full28,full29,testing,prison,bible,matcher,9,N,6.371912,7,3
1,chain3,"1hPalmSelf<self-repeated>,(Sing+1hMicrophone)",Transmission + Interaction,A,person,5,0.615717,y,full28,full29,testing,singer,singer,director,12,N,4.740013,2,0
1,chain3,"1hPalmSelf<self-repeated>,2hBowl-Mix",Transmission + Interaction,A,person,5,0.275816,y,full28,full29,testing,chef,chef,matcher,3,N,4.374722,2,0
1,chain3,"2hCamera<centre-asymm-1Press>,2hCamera<left-asymm-1Press>,1hPointatObj<atObj>,2hCamera<centre-asymm-1Press>",Transmission + Interaction,A,obj,5,5.098943,y,full28,full29,testing,camera,camera,matcher,16,N,5.767067,4,2
1,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,A,act,5,1.655508,n,full28,full29,testing,to sing,to sing,director,13,Y,4.934152,1,0
1,chain3,"2hOpenBook,(1hPalm,1hGive<right>),(1hPalm,1hGive<left>",Transmission + Interaction,A,act,5,0.226974,n,full28,full29,testing,to preach,to preach,matcher,20,Y,4.357468,5,2
1,chain3,"1hPalmSelf<self-repeated>,2hHoldWrist<left>,REST,1hPalmSelf<self-repeated>,2hHoldWrist<left>",Transmission + Interaction,A,person,5,0.139227,y,full28,full29,testing,police officer,police officer,matcher,1,N,7.176993,5,2
1,chain3,2hBowl-Mix<repeated>,Transmission + Interaction,A,act,5,0.897051,n,full28,full29,testing,to cook,to cook,director,24,Y,4.130528,1,0
0,chain3,"2hRoof<full>,2hScissors-HoldHair<right>",Transmission + Interaction,A,loc,5,2.534984,y,full28,full29,testing,hairdresser,hair salon,director,26,N,6.424401,2,0
0,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look",Transmission + Interaction,A,loc,5,7.274045,n,full28,full29,testing,bible,restaurant,director,19,N,4.093537,3,0
1,chain3,"1hPalmSelf<self-repeated>,2hCamera<centre-symm-1Press>,2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",Transmission + Interaction,A,person,5,5.865644,y,full28,full29,testing,photographer,photographer,director,27,N,5.255992,4,2
1,chain3,"2hBuilding.Outline,2hPray",Transmission + Interaction,A,loc,5,0.259569,y,full28,full29,testing,church,church,matcher,15,N,3.488498,2,0
1,chain3,"2hHoldWrist<left>,1hPointatObj<atObj>,2hHoldWrist<left>",Transmission + Interaction,A,obj,5,0.09924,y,full28,full29,testing,handcuffs,handcuffs,matcher,34,N,3.341838,3,1
1,chain3,"2hCamera<centre-asymm-1Press>,2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",Transmission + Interaction,A,act,5,0.328859,n,full28,full29,testing,to take a photo,to take a photo,director,36,Y,5.267689,3,2
1,chain3,2hOpenDoor+look,Transmission + Interaction,A,loc,5,0.189611,y,full28,full29,testing,concert hall,concert hall,matcher,23,N,3.249233,1,0
1,chain3,2hPalms<left+right>+look<left-right>,Transmission + Interaction,A,loc,5,0.108016,n,full28,full29,testing,darkroom,darkroom,matcher,35,N,2.466403,1,0
1,chain3,"2hCollar,1h2",Transmission + Interaction,A,person,5,2.315264,n,full28,full29,testing,vicar,vicar,matcher,17,N,3.72497,2,0
0,chain3,"1hHoldPan<shake>,(1hHoldPan,1hMix)",Transmission + Interaction,A,obj,5,0.227858,n,full28,full29,testing,to cook,frying pan,matcher,5,N,5.541205,3,1
1,chain3,"1hKnock<right>,2hHoldWrist<left>",Transmission + Interaction,A,act,5,0.303465,n,full28,full29,testing,to make an arrest,to make an arrest,director,46,Y,4.720793,2,0
0,chain3,"1hPointSelf<self-repeated>,2hHoldWrist<right>",Transmission + Interaction,B,person,5,10.132022,y,full28,full30,testing,handcuffs,police officer,matcher,1,N,2.848384,2,0
1,chain3,"1hPointSelf<self-repeated>,2hBowl-Mix",Transmission + Interaction,B,person,5,0.674314,y,full28,full30,testing,chef,chef,matcher,3,N,4.92327,2,0
1,chain3,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,B,obj,5,1.115658,y,full28,full30,testing,frying pan,frying pan,matcher,5,N,6.138441,4,2
1,chain3,"2hScissors-HoldHair<right>,1hScissors-Hair<repeated>",Transmission + Interaction,B,act,5,0.365811,n,full28,full30,testing,to give a haircut,to give a haircut,matcher,2,Y,4.395344,2,0
1,chain3,"2hOpenBook,(1hPalm,1hPoint<read>),2hRoof,2hPray,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hOpenBook",Transmission + Interaction,B,obj,5,0.298288,y,full28,full30,testing,bible,bible,matcher,9,N,9.101237,9,3
1,chain3,"2hScissors-HoldHair<right>,1hPointSelf<self>,2hScissors-HoldHair<right>",Transmission + Interaction,B,person,5,2.258415,y,full28,full30,testing,hairdresser,hairdresser,matcher,6,N,4.346978,3,1
1,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,B,act,5,1.650403,n,full28,full30,testing,to sing,to sing,matcher,13,Y,4.462337,1,0
1,chain3,"2hRoof,2hPray",Transmission + Interaction,B,loc,5,1.618896,y,full28,full30,testing,church,church,matcher,15,N,2.666578,2,0
1,chain3,"2hLine,1hV",Transmission + Interaction,B,person,5,1.283622,n,full28,full30,testing,vicar,vicar,matcher,17,N,2.967769,2,0
1,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look",Transmission + Interaction,B,loc,5,1.667819,n,full28,full30,testing,restaurant,restaurant,matcher,19,N,2.834686,3,0
1,chain3,"2hCamera<symm-pressRepeated*3>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,1.33049,y,full28,full30,testing,camera,camera,matcher,16,N,2.269526,2,0
1,chain3,2hOpenDoor+look,Transmission + Interaction,B,loc,5,1.554635,y,full28,full30,testing,concert hall,concert hall,matcher,23,N,1.961603,1,0
1,chain3,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,2.58502,y,full28,full30,testing,microphone,microphone,matcher,0,N,2.595602,2,0
1,chain3,"2hCamera<symm-pressRepeated*3>,1hPointSelf<self-repeated>,2hCamera",Transmission + Interaction,B,person,5,3.186871,y,full28,full30,testing,photographer,photographer,matcher,27,N,2.541292,3,1
1,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>),1hPoint<away-left>,(1hPalm,1hPointatObj<atObj>),1hPoint(away,right)",Transmission + Interaction,B,act,5,3.178999,n,full28,full30,testing,to preach,to preach,matcher,20,Y,3.519957,8,3
1,chain3,"2hRoof<full>,1hScissors-Hair<right>",Transmission + Interaction,B,loc,5,2.5706,y,full28,full30,testing,hair salon,hair salon,matcher,26,N,2.732283,2,0
1,chain3,"2hRoof<full>,2hHoldWrist<right-emph>",Transmission + Interaction,B,loc,5,1.886816,y,full28,full30,testing,prison,prison,matcher,4,N,2.867632,2,0
1,chain3,2hPalms<left+right>+scared,Transmission + Interaction,B,loc,5,1.365036,n,full28,full30,testing,darkroom,darkroom,matcher,35,N,1.279011,1,0
1,chain3,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,5,1.554565,y,full28,full30,testing,scissors,scissors,matcher,8,N,1.728782,3,1
1,chain3,"1hPalmSelf<self-repeated>,(Sing+1hMicrophone)",Transmission + Interaction,B,person,5,2.036318,y,full28,full30,testing,singer,singer,matcher,12,N,2.243339,2,0
1,chain3,2hCamera<centrerightleft-symm-pressRepeated*2-repeated>,Transmission + Interaction,B,act,5,3.044131,n,full28,full30,testing,to take a photo,to take a photo,matcher,36,Y,3.375827,1,0
1,chain3,2hBowl-Mix<small>,Transmission + Interaction,B,act,5,0.338588,n,full28,full30,testing,to cook,to cook,matcher,24,Y,4.239756,1,0
1,chain3,"2hHoldWrist<emph>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,1.474906,y,full28,full30,testing,handcuffs,handcuffs,matcher,34,N,3.019447,2,0
1,chain3,"1hKnock<left>,2hHoldWrist<right>",Transmission + Interaction,B,act,5,1.295115,n,full28,full30,testing,to make an arrest,to make an arrest,matcher,46,Y,2.124632,2,0
,chain4,"2hHat,(1hHoldPan<shake>,1hStir)",Transmission + Interaction,A,person,0,,n,,s1,testing,,chef,,,N,,3,0
,chain4,"Chat+1hDine,look<left>+1hChat",Transmission + Interaction,A,loc,0,,n,,s2,testing,,restaurant,,,N,,2,0
,chain4,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",Transmission + Interaction,A,obj,0,,n,,s3,testing,,frying pan,,,N,,6,2
,chain4,"1hHoldPan<leftcentre>,(1hHoldPan,1hFlame),1hPour<right>,1hPour<left>",Transmission + Interaction,B,act,0,,n,,s28,testing,,to cook,,,Y,,5,2
,chain4,"2hCollar,1hCross",Transmission + Interaction,B,person,0,,n,,s29,testing,,vicar,,,N,,2,0
,chain4,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission + Interaction,B,loc,0,,y,,s30,testing,,church,,,N,,4,1
,chain4,"2hTurnPage<repeated>,(1hPalm,1hPointatObj<atObj>),2hPray",Transmission + Interaction,B,obj,0,,y,,s31,testing,,bible,,,N,,4,0
,chain4,"2hTell,all*2",Transmission + Interaction,B,act,0,,n,,s32,testing,,to preach,,,Y,,2,0
,chain4,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm,1Press>",Transmission + Interaction,A,person,0,,y,,s9,testing,,photographer,,,N,,3,0
,chain4,"2hPalm.Feel<centre,repeated>+look",Transmission + Interaction,A,loc,0,,n,,s10,testing,,darkroom,,,N,,2,0
,chain4,"2hCamera<asymm,1Press>",Transmission + Interaction,A,obj,0,,n,,s11,testing,,camera,,,N,,2,0
,chain4,"2hCamera<asymm,1Press>",Transmission + Interaction,B,act,0,,n,,s36,testing,,to take a photo,,,Y,,2,0
,chain4,1hSing,Transmission + Interaction,B,person,0,,n,,s37,testing,,singer,,,N,,1,0
,chain4,"2hViolin<play>,2hTrumpet<play>,2hDrums<play>,2hGuitar<play>",Transmission + Interaction,A,loc,0,,n,,s14,testing,,concert hall,,,N,,4,0
,chain4,"Sing+2hMicrophone<hold>,2hMicrophone.Outline,Sing+2hMicrophone<hold>",Transmission + Interaction,B,obj,0,,n,,s39,testing,,microphone,,,N,,3,2
,chain4,1hSing,Transmission + Interaction,A,act,0,,n,,s16,testing,,to sing,,,Y,,1,0
,chain4,"1hScissors-Hair<left,repeated>,1hScissors-Hair<beard>,1hScissors-Hair<right>",Transmission + Interaction,A,person,0,,n,,s17,testing,,hairdresser,,,N,,4,2
,chain4,"2hPatHair,2hScissors-HoldHair<left,repeated>,2hPatHair",Transmission + Interaction,A,loc,0,,n,,s18,testing,,hair salon,,,N,,4,1
,chain4,"(1Palm.Fist,1hScissors),1hScissors<hold>",Transmission + Interaction,A,obj,0,,n,,s19,testing,,scissors,,,N,,3,1
,chain4,"1hScissors,2hScissors-HoldHair<left>,2hScissors-HoldHair<left>*2",Transmission + Interaction,A,act,0,,n,,s20,testing,,to give a haircut,,,Y,,3,1
,chain4,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",Transmission + Interaction,A,person,0,,n,,s21,testing,,police officer,,,N,,6,1
,chain4,2hHoldBars<hold>+look+sad,Transmission + Interaction,B,loc,0,,n,,s46,testing,,prison,,,N,,1,0
,chain4,"2hWristHold<left>,2hWristHold<right>,2hFists.wristsTogether",Transmission + Interaction,B,obj,0,,n,,s47,testing,,handcuffs,,,N,,3,1
,chain4,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",Transmission + Interaction,B,act,0,,n,,s48,testing,,to make an arrest,,,Y,,2,1
0,chain4,"1hThumbSelf<self-repeated>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>)",Transmission + Interaction,A,person,1,3.496451,y,s1,full31,testing,to cook,chef,matcher,0,N,4.494902,4,1
1,chain4,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",Transmission + Interaction,A,obj,1,1.755077,n,s47,full31,testing,handcuffs,handcuffs,matcher,2,N,3.145614,3,1
0,chain4,"(1hFist<left>,1hPoint.Proclaim<right>)",Transmission + Interaction,A,act,1,4.532496,n,s32,full31,testing,to sing,to preach,matcher,4,Y,3.522883,2,0
1,chain4,"1hSweep<above>,2hScissors-HoldHair<left-repeated>",Transmission + Interaction,A,loc,1,0.563043,y,s18,full31,testing,hair salon,hair salon,matcher,6,N,3.188928,2,0
0,chain4,"1hThumbSelf<self-repeated>,2hScissors-HoldHair<left>",Transmission + Interaction,A,person,1,10.303343,y,s17,full31,testing,to give a haircut,hairdresser,matcher,8,N,2.32622,2,0
1,chain4,"2hOpenBook,1hTurnPage",Transmission + Interaction,A,obj,1,1.282743,n,s31,full31,testing,bible,bible,matcher,10,N,1.717301,2,0
1,chain4,"1hThumbSelf<self-repeated>,2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",Transmission + Interaction,A,person,1,5.488191,y,s9,full31,testing,photographer,photographer,matcher,12,N,2.423497,3,1
1,chain4,"1hSweep<above>,2hViolin<play>",Transmission + Interaction,A,loc,1,1.506562,y,s14,full31,testing,concert hall,concert hall,matcher,14,N,1.886591,2,0
1,chain4,Look+2hPalm.Feel<centre>,Transmission + Interaction,A,loc,1,1.605993,n,s10,full31,testing,darkroom,darkroom,matcher,16,N,1.556159,1,0
0,chain4,"1hThumbSelf<self-repeated>,1hFingerWag<right>,2hFists<right>,2hwrists.Together<right>",Transmission + Interaction,A,person,1,1.501311,y,s21,full31,testing,to make an arrest,police officer,matcher,18,N,3.239397,4,0
1,chain4,"2hBowl-Eat,1hWave",Transmission + Interaction,A,loc,1,1.078545,n,s2,full31,testing,restaurant,restaurant,matcher,15,N,1.942043,2,0
1,chain4,"2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",Transmission + Interaction,A,act,1,1.363188,n,s36,full31,testing,to take a photo,to take a photo,matcher,13,Y,1.687833,2,1
0,chain4,2hSing<repeated>,Transmission + Interaction,A,act,1,5.956328,n,s16,full31,testing,singer,to sing,matcher,23,Y,2.259822,1,0
0,chain4,"1hScissors-Hair<right>,1hScissors-Hair<beard>",Transmission + Interaction,A,act,1,1.25323,n,s20,full31,testing,hairdresser,to give a haircut,matcher,26,Y,2.158635,2,1
0,chain4,"2hPan.Outline,1hPointatObj<atObj>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>)",Transmission + Interaction,A,obj,1,3.724784,y,s3,full31,testing,to cook,frying pan,matcher,17,N,2.500429,5,1
1,chain4,"1hSweep<above>,1hCross",Transmission + Interaction,A,loc,1,4.658899,y,s30,full31,testing,church,church,matcher,30,N,2.330204,2,0
1,chain4,"1hSweep<above>,2hHoldBars<shake>+scared",Transmission + Interaction,A,loc,1,1.780106,y,s46,full31,testing,prison,prison,matcher,5,N,2.59273,2,0
1,chain4,"(1hC,1hPointatObj<atObj>),2hCamera<asymm-1Press>",Transmission + Interaction,A,obj,1,1.579201,y,s11,full31,testing,camera,camera,matcher,29,N,1.441407,3,0
1,chain4,"(1hC,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",Transmission + Interaction,A,obj,1,3.207178,y,s39,full31,testing,microphone,microphone,matcher,36,N,2.018036,3,0
1,chain4,"(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",Transmission + Interaction,A,obj,1,2.425721,y,s19,full31,testing,scissors,scissors,matcher,9,N,1.525307,3,1
1,chain4,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>),1hHoldPan<shake>",Transmission + Interaction,A,act,1,2.035185,n,s28,full31,testing,to cook,to cook,matcher,11,Y,2.325171,4,2
1,chain4,2hCollar,Transmission + Interaction,A,person,1,2.000711,n,s29,full31,testing,vicar,vicar,matcher,1,N,1.280492,1,0
1,chain4,"1hThumbSelf<self-repeated>,(Sing+1hMicrophone<hold>)",Transmission + Interaction,A,person,1,2.514801,y,s37,full31,testing,singer,singer,matcher,3,N,1.871553,2,0
1,chain4,"1hPoint<away-right>,2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,A,act,1,5.794648,n,s48,full31,testing,to make an arrest,to make an arrest,matcher,39,Y,2.592375,3,1
1,chain4,"2hCollar,2hCollar,1hCross",Transmission + Interaction,B,person,1,0.930259,n,s29,full32,testing,vicar,vicar,director,1,N,4.729432,3,1
0,chain4,2hSing,Transmission + Interaction,B,person,1,0.915238,n,s37,full32,testing,to preach,singer,director,3,N,2.270997,1,0
1,chain4,Look+2hHoldBars+Scared,Transmission + Interaction,B,loc,1,0.564842,n,s46,full32,testing,prison,prison,matcher,5,N,2.509617,1,0
1,chain4,Tell+2hPalm.Out<centre-repeated>,Transmission + Interaction,B,act,1,5.89055,n,s32,full32,testing,to preach,to preach,director,4,Y,3.461963,1,0
1,chain4,"(1hScissors<hold>,1hPointatObj<atObj>),1hScissors<rightleft>",Transmission + Interaction,B,obj,1,4.243138,y,s19,full32,testing,scissors,scissors,matcher,9,N,2.58908,3,1
1,chain4,"(1hHoldPan<hold>,1hFlame),(1hHoldPan<hold>,1hPour<right>)",Transmission + Interaction,B,act,1,0.770594,n,s28,full32,testing,to cook,to cook,matcher,11,Y,2.388941,4,1
0,chain4,"2hCamera<left-asymm-1Press>,2hCamera<centre>",Transmission + Interaction,B,act,1,6.132189,n,s36,full32,testing,camera,to take a photo,matcher,13,Y,1.620947,2,1
1,chain4,"2hDine,1hWave",Transmission + Interaction,B,loc,1,0.354968,n,s2,full32,testing,restaurant,restaurant,matcher,15,N,1.627916,2,0
1,chain4,"2hHoldPan<hold>,1hPanOutline,2hHoldPan<shake>",Transmission + Interaction,B,obj,1,0.882743,n,s3,full32,testing,frying pan,frying pan,matcher,17,N,1.952471,3,1
1,chain4,"1hThumbSelf<self-repeated>,2hScissors-Hold<left>",Transmission + Interaction,B,person,1,0.320413,y,s17,full32,testing,hairdresser,hairdresser,matcher,8,N,2.224551,2,0
